sku_code,ean_barcode,product_name,brand,category,sub_category,size,color,fabric,batch_code,manufacturing_date,mrp,hsn_code,gst_pct
SKU-7677,8906575410252,SilkRoute Blouse,EthnicEdge,Womenswear,Blouse,30,Pink,Cotton Blend,B2405-356,2024-05-05,6216.14,6110,5
SKU-7678,8906924310704,WeaveMaster Salwar Set,KhaadiKraft,Womenswear,Salwar Set,3XL,Off-White,Wool,B2412-746,2024-12-26,5559.07,6203,12
SKU-7679,8904222157145,EthnicEdge Tie,ThreadBare,Accessories,Tie,XXL,Sky Blue,Cotton,B2502-396,2025-02-23,1633.47,6217,5
SKU-7680,8908293861330,SilkRoute T-Shirt,OmniThreads,Menswear,T-Shirt,36,Navy,Crepe,B2404-198,2024-04-24,8823.8,6105,5
SKU-7681,8907236474607,ThreadBare Scarf,StitchCraft,Accessories,Scarf,38,Black,Poly-Cotton,B2407-578,2024-07-23,5686.93,6111,5
SKU-7682,8901991310873,UrbanWeave Kids Dress,OmniThreads,Kids,Kids Dress,L,Olive,Denim,B2406-983,2024-06-18,5545.75,6110,5
SKU-7683,8907613867604,FabIndia Kids Shorts देशी,EthnicEdge,Kids,Kids Shorts,34,Olive,Rayon,B2411-858,2024-11-04,4439.1,6211,12
SKU-7684,8909840988497,ThreadBare Thermal,SilkRoute,Winterwear,Thermal,32,Peach,Crepe,B2502-673,2025-02-04,5153.42,6201,12
SKU-7685,8908037930957,UrbanWeave Kids Dress संग्रह,StreetStyle,Kids,Kids Dress,XXL,Black,Polyester,B2410-791,2024-10-15,8912.75,6110,5
SKU-7686,8902109510985,IndoChic Tie,LoomLine,Accessories,Tie,S,Grey,Poly-Cotton,B2412-327,2024-12-21,8231.35,6203,5
SKU-7687,8909329099697,StitchCraft Shorts,RoyalStitch,Menswear,Shorts,28,Lavender,Wool,B2406-148,2024-06-22,6551.59,6205,12
SKU-7688,8904737531216,LoomLine Scarf,ThreadBare,Accessories,Scarf,L,White,Silk,B2406-837,2024-06-26,1832.25,6111,5
SKU-7689,8902448858900,KhaadiKraft Pocket Square राजशाही,KhaadiKraft,Accessories,Pocket Square,40,Rust,Khadi,B2407-211,2024-07-08,6080.61,6106,5
SKU-7690,8905454538802,EthnicEdge Saree,StitchCraft,Womenswear,Saree,XXL,Teal,Lycra,B2409-318,2024-09-19,4319.79,6211,5
SKU-7691,8903057042472,FabIndia Cap राजशाही,DesiDrape,Accessories,Cap,28,Pink,Linen,B2502-696,2025-02-06,7760.43,6204,12
SKU-7692,8905686021045,OmniThreads Dhoti,FabIndia,Ethnic Wear,Dhoti,30,Indigo,Crepe,B2501-151,2025-01-25,6356.95,6109,12
SKU-7693,8906809049393,IndoChic Salwar Set,ThreadBare,Womenswear,Salwar Set,30,Black,Georgette,B2411-335,2024-11-04,9161.7,6104,5
SKU-7694,8901970347875,WeaveMaster Pocket Square,DesiDrape,Accessories,Pocket Square,XL,Sky Blue,Silk,B2405-824,2024-05-07,4414.83,6201,12
SKU-7695,8905611507419,ThreadBare Dress,ThreadBare,Womenswear,Dress,XL,Beige,Cotton Blend,B2407-215,2024-07-13,7895.59,6203,5
SKU-7696,8902194421984,ThreadBare Thermal,IndoChic,Winterwear,Thermal,32,Maroon,Viscose,B2405-989,2024-05-25,2683.57,6110,12
SKU-7697,8908444836839,StitchCraft Leggings,StitchCraft,Womenswear,Leggings,36,Rust,Poly-Cotton,B2407-285,2024-07-29,6856.79,6206,12
SKU-7698,8901931782420,FabIndia Palazzo सुनहरा,LoomLine,Womenswear,Palazzo,28,Sky Blue,Cotton Blend,B2412-758,2024-12-08,3590.69,6204,5
SKU-7699,8903087621781,RoyalStitch Kurti,FabIndia,Womenswear,Kurti,36,Grey,Silk,B2410-493,2024-10-18,3701.6,6211,5
SKU-7700,8904213806660,ThreadBare Churidar Set,ThreadBare,Ethnic Wear,Churidar Set,42,Olive,Khadi,B2406-487,2024-06-10,5103.3,6109,12
SKU-7701,8905709542983,IndoChic Shorts,IndoChic,Menswear,Shorts,30,Indigo,Linen,B2404-610,2024-04-23,9201.4,6205,12
SKU-7702,8907338801168,DesiDrape Top शानदार,StitchCraft,Womenswear,Top,L,Black,Denim,B2404-370,2024-04-18,5404.29,6203,5
SKU-7703,8905697866565,CottonKing Kids Dress,SilkRoute,Kids,Kids Dress,XXL,Grey,Crepe,B2412-530,2024-12-05,4448.82,6211,5
SKU-7704,8907108121979,RoyalStitch Casual Shirt,LoomLine,Menswear,Casual Shirt,M,Rust,Rayon,B2408-778,2024-08-15,9072.59,6104,5
SKU-7705,8903325931085,OmniThreads Cap,StreetStyle,Accessories,Cap,34,Lavender,Crepe,B2409-924,2024-09-27,6047.99,6206,5
SKU-7706,8903185718393,LoomLine Shorts,StreetStyle,Menswear,Shorts,36,Charcoal,Cotton,B2404-852,2024-04-17,6513.98,6202,5
SKU-7707,8900595575177,SilkRoute Pocket Square परंपरागत,IndoChic,Accessories,Pocket Square,L,Navy,Cotton Blend,B2407-693,2024-07-20,4434.57,6205,5
SKU-7708,8900153296849,EthnicEdge Shawl,StreetStyle,Winterwear,Shawl,S,Lavender,Crepe,B2405-588,2024-05-25,579.88,6103,5
SKU-7709,8904594433513,UrbanWeave Kids Dress,EthnicEdge,Kids,Kids Dress,36,Rust,Wool,B2502-562,2025-02-08,6860.13,6104,5
SKU-7710,8906357801888,IndoChic Trousers सुनहरा,StitchCraft,Menswear,Trousers,28,Navy,Silk,B2410-297,2024-10-18,8865.85,6105,5
SKU-7711,8903355571708,CottonKing Jacket,EthnicEdge,Menswear,Jacket,3XL,Rust,Lycra,B2404-275,2024-04-07,7431.15,6202,5
SKU-7712,8904791200919,IndoChic Kids Jeans,IndoChic,Kids,Kids Jeans,L,Maroon,Poly-Cotton,B2409-189,2024-09-01,1994.8,6211,5
SKU-7713,8902972942211,StreetStyle Top,WeaveMaster,Womenswear,Top,XL,Lavender,Linen,B2409-320,2024-09-08,8993.88,6201,12
SKU-7714,8903173884143,CottonKing Saree,SilkRoute,Womenswear,Saree,36,Beige,Crepe,B2406-987,2024-06-16,2602.32,6110,5
SKU-7715,8900863615601,EthnicEdge Trousers देशी,DesiDrape,Menswear,Trousers,Free Size,Grey,Fleece,B2405-430,2024-05-27,5728.82,6102,12
SKU-7716,8908762989818,StitchCraft Sweater,OmniThreads,Winterwear,Sweater,Free Size,Red,Denim,B2412-538,2024-12-24,820.33,6214,5
SKU-7717,8907526059458,ThreadBare Kurti,IndoChic,Womenswear,Kurti,M,Charcoal,Georgette,B2409-784,2024-09-22,878.42,6101,12
SKU-7718,8905870066005,IndoChic Blouse,KhaadiKraft,Womenswear,Blouse,XL,Sky Blue,Poly-Cotton,B2407-568,2024-07-31,9371.99,6110,12
SKU-7719,8904468875028,ThreadBare Kids Ethnic Set,CottonKing,Kids,Kids Ethnic Set,L,Pink,Poly-Cotton,B2406-827,2024-06-27,7119.12,6105,5
SKU-7720,8906760002581,StreetStyle Saree,LoomLine,Womenswear,Saree,Free Size,Beige,Cotton Blend,B2408-282,2024-08-26,5527.57,6102,12
SKU-7721,8908726204602,StreetStyle Skirt,LoomLine,Womenswear,Skirt,Free Size,Black,Khadi,B2404-491,2024-04-17,4921.42,6109,5
SKU-7722,8901034760768,LoomLine Dress,LoomLine,Womenswear,Dress,32,Mustard,Linen,B2408-509,2024-08-16,2923.11,6203,5
SKU-7723,8907000111341,OmniThreads Trousers,WeaveMaster,Menswear,Trousers,30,Off-White,Rayon,B2410-507,2024-10-04,7863.52,6201,12
SKU-7724,8900895772355,UrbanWeave Socks,StitchCraft,Accessories,Socks,38,Peach,Linen,B2411-591,2024-11-01,9615.35,6109,5
SKU-7725,8909042698751,UrbanWeave Kids Jeans,WeaveMaster,Kids,Kids Jeans,Free Size,Pink,Denim,B2411-109,2024-11-15,9854.56,6206,5
SKU-7726,8906174966967,KhaadiKraft Wallet,EthnicEdge,Accessories,Wallet,Free Size,Indigo,Denim,B2502-752,2025-02-09,7671.16,6202,12
SKU-7727,8901803234665,FabIndia Top,FabIndia,Womenswear,Top,3XL,Charcoal,Poly-Cotton,B2405-121,2024-05-31,8194.27,6111,5
SKU-7728,8901458589975,UrbanWeave Anarkali,WeaveMaster,Ethnic Wear,Anarkali,L,White,Fleece,B2411-193,2024-11-09,535.7,6111,5
SKU-7729,8907605787803,LoomLine Shawl,LoomLine,Winterwear,Shawl,L,Olive,Polyester,B2407-317,2024-07-17,9316.04,6202,5
SKU-7730,8908196273684,LoomLine Trousers शानदार,WeaveMaster,Menswear,Trousers,40,Teal,Poly-Cotton,B2411-271,2024-11-09,2614.21,6110,5
SKU-7731,8903140317342,EthnicEdge Belt,LoomLine,Accessories,Belt,XL,Mustard,Fleece,B2502-560,2025-02-25,7534.35,6214,5
SKU-7732,8900515658217,ThreadBare Shorts,SilkRoute,Menswear,Shorts,42,Indigo,Rayon,B2407-402,2024-07-11,6217.88,6201,5
SKU-7733,8905785807529,CottonKing Lehenga,SilkRoute,Ethnic Wear,Lehenga,XS,Indigo,Fleece,B2410-333,2024-10-24,3051.53,6101,12
SKU-7734,8905333090579,IndoChic Scarf संग्रह,SilkRoute,Accessories,Scarf,36,Red,Denim,B2408-139,2024-08-16,1596.71,6106,5
SKU-7735,8907754603869,WeaveMaster Blouse,WeaveMaster,Womenswear,Blouse,M,Indigo,Fleece,B2410-893,2024-10-22,9128.21,6204,12
SKU-7736,8904591516028,KhaadiKraft Cap,FabIndia,Accessories,Cap,42,Sky Blue,Wool,B2412-310,2024-12-23,6138.29,6104,5
SKU-7737,8902572311574,ThreadBare Kids Shorts परंपरागत,CottonKing,Kids,Kids Shorts,32,Navy,Chiffon,B2411-135,2024-11-14,4560.35,6111,12
SKU-7738,8901682409597,CottonKing Sherwani,SilkRoute,Ethnic Wear,Sherwani,L,Indigo,Khadi,B2411-174,2024-11-13,6033.44,6202,5
SKU-7739,8901374777963,IndoChic Sweater,ThreadBare,Winterwear,Sweater,34,Indigo,Rayon,B2407-662,2024-07-02,2239.62,6211,12
SKU-7740,8909059218891,RoyalStitch Blazer,IndoChic,Menswear,Blazer,40,Charcoal,Khadi,B2404-921,2024-04-24,9208.84,6104,12
SKU-7741,8906342977071,LoomLine Scarf,UrbanWeave,Accessories,Scarf,34,Lavender,Khadi,B2412-667,2024-12-18,7730.32,6202,5
SKU-7742,8901254851832,OmniThreads Jacket सुनहरा,StitchCraft,Menswear,Jacket,42,White,Cotton Blend,B2408-644,2024-08-02,8505.87,6211,5
SKU-7743,8908935653283,ThreadBare Kids Dress,OmniThreads,Kids,Kids Dress,XXL,Teal,Cotton,B2411-821,2024-11-27,3221.29,6104,5
SKU-7744,8900675536875,KhaadiKraft Wallet,RoyalStitch,Accessories,Wallet,Free Size,White,Chiffon,B2411-875,2024-11-21,4895.91,6105,12
SKU-7745,8904838799691,RoyalStitch Kids Jeans,KhaadiKraft,Kids,Kids Jeans,L,Lavender,Silk,B2502-366,2025-02-04,9944.4,6203,5
SKU-7746,8900646183463,EthnicEdge Kids Shorts,SilkRoute,Kids,Kids Shorts,30,Olive,Silk,B2412-515,2024-12-11,8029.57,6217,5
SKU-7747,8904677903824,ThreadBare Socks,DesiDrape,Accessories,Socks,38,Lavender,Fleece,B2405-871,2024-05-02,5131.9,6111,5
SKU-7748,8900699878460,IndoChic Kids Jeans,RoyalStitch,Kids,Kids Jeans,30,Black,Cotton,B2411-175,2024-11-11,3684.37,6211,5
SKU-7749,8901928425382,WeaveMaster Jacket,SilkRoute,Menswear,Jacket,36,Rust,Khadi,B2410-225,2024-10-23,964.79,6103,5
SKU-7750,8901896554273,IndoChic Sweater,SilkRoute,Winterwear,Sweater,34,Peach,Viscose,B2408-789,2024-08-03,7967.8,6217,5
SKU-7751,8905195591962,FabIndia Nehru Jacket परंपरागत,ThreadBare,Ethnic Wear,Nehru Jacket,36,Indigo,Denim,B2408-374,2024-08-06,1424.76,6102,5
SKU-7752,8902414075057,EthnicEdge Top,StreetStyle,Womenswear,Top,36,Black,Crepe,B2412-722,2024-12-20,4364.98,6111,5
SKU-7753,8901684941334,StreetStyle Kids T-Shirt,WeaveMaster,Kids,Kids T-Shirt,M,Navy,Linen,B2412-764,2024-12-24,5841.62,6110,12
SKU-7754,8904312468985,ThreadBare Tie,StitchCraft,Accessories,Tie,36,Charcoal,Viscose,B2408-123,2024-08-21,7104.76,6201,5
SKU-7755,8901848296549,StitchCraft Wallet संग्रह,UrbanWeave,Accessories,Wallet,3XL,Black,Fleece,B2405-889,2024-05-03,7570.49,6202,5
SKU-7756,8905341999085,StitchCraft Casual Shirt सुनहरा,DesiDrape,Menswear,Casual Shirt,36,Rust,Polyester,B2409-454,2024-09-02,3102.42,6102,12
SKU-7757,8909939390689,FabIndia Chinos,SilkRoute,Menswear,Chinos,XL,Pink,Poly-Cotton,B2412-563,2024-12-24,2033.75,6205,5
SKU-7758,8907332982537,RoyalStitch Sweater,DesiDrape,Winterwear,Sweater,32,Beige,Georgette,B2410-413,2024-10-26,2142.54,6101,5
SKU-7759,8905971730260,UrbanWeave Kurti,SilkRoute,Womenswear,Kurti,40,Peach,Cotton,B2410-995,2024-10-18,1692.95,6201,12
SKU-7760,8902765491768,DesiDrape Nehru Jacket देशी,FabIndia,Ethnic Wear,Nehru Jacket,Free Size,White,Rayon,B2412-812,2024-12-09,550.85,6103,5
SKU-7761,8901612036489,OmniThreads Pocket Square राजशाही,EthnicEdge,Accessories,Pocket Square,40,Beige,Georgette,B2410-796,2024-10-20,1499.66,6201,5
SKU-7762,8906520195125,StreetStyle Cardigan,UrbanWeave,Winterwear,Cardigan,XXL,Rust,Georgette,B2407-444,2024-07-27,4199.52,6103,5
SKU-7763,8909576030267,KhaadiKraft Blouse,EthnicEdge,Womenswear,Blouse,M,Navy,Fleece,B2405-400,2024-05-24,8595.98,6201,5
SKU-7764,8902213110180,WeaveMaster Kurti सुनहरा,OmniThreads,Womenswear,Kurti,38,Mustard,Cotton,B2502-173,2025-02-05,9134.47,6109,5
SKU-7765,8908244400356,DesiDrape Casual Shirt,EthnicEdge,Menswear,Casual Shirt,34,Charcoal,Cotton Blend,B2501-989,2025-01-03,6510.03,6211,5
SKU-7766,8903648314348,UrbanWeave Kurti,IndoChic,Womenswear,Kurti,XL,Mustard,Fleece,B2404-545,2024-04-26,5101.76,6110,5
SKU-7767,8904222006754,KhaadiKraft Thermal सुनहरा,LoomLine,Winterwear,Thermal,38,Olive,Denim,B2501-153,2025-01-05,3701.7,6201,5
SKU-7768,8904631714134,FabIndia Nehru Jacket,IndoChic,Ethnic Wear,Nehru Jacket,28,White,Viscose,B2406-250,2024-06-24,9368.4,6201,5
SKU-7769,8903140336609,EthnicEdge Kurti,CottonKing,Womenswear,Kurti,XS,Rust,Chiffon,B2405-407,2024-05-28,2393.9,6217,5
SKU-7770,8903468773457,DesiDrape Sherwani,SilkRoute,Ethnic Wear,Sherwani,3XL,Off-White,Georgette,B2407-621,2024-07-10,7606.42,6205,5
SKU-7771,8901194937788,OmniThreads Saree,WeaveMaster,Womenswear,Saree,28,Lavender,Wool,B2405-564,2024-05-30,2471.52,6105,12
SKU-7772,8903162539872,SilkRoute Kids T-Shirt,DesiDrape,Kids,Kids T-Shirt,L,Beige,Poly-Cotton,B2406-443,2024-06-18,2376.59,6205,5
SKU-7773,8902031531585,OmniThreads Puffer Jacket संग्रह,LoomLine,Winterwear,Puffer Jacket,XL,Off-White,Khadi,B2408-513,2024-08-03,7347.86,6109,5
SKU-7774,8902367309071,StreetStyle Nehru Jacket देशी,CottonKing,Ethnic Wear,Nehru Jacket,28,Mustard,Khadi,B2412-824,2024-12-07,9340.57,6109,5
SKU-7775,8905906551558,StitchCraft Hoodie,DesiDrape,Winterwear,Hoodie,34,Lavender,Fleece,B2406-993,2024-06-05,3103.87,6110,5
SKU-7776,8909034867148,UrbanWeave Kids Ethnic Set,FabIndia,Kids,Kids Ethnic Set,M,Charcoal,Crepe,B2408-498,2024-08-09,2561.24,6206,5
SKU-7777,8905863219624,LoomLine Lehenga,CottonKing,Ethnic Wear,Lehenga,38,Lavender,Poly-Cotton,B2412-589,2024-12-19,3789.04,6203,12
SKU-7778,8900085671645,KhaadiKraft Tie,WeaveMaster,Accessories,Tie,3XL,Sky Blue,Wool,B2501-545,2025-01-30,759.9,6103,12
SKU-7779,8904097093444,FabIndia Shorts,LoomLine,Menswear,Shorts,36,Grey,Georgette,B2405-691,2024-05-16,4248.89,6206,5
SKU-7780,8903583552124,ThreadBare Kurti,CottonKing,Womenswear,Kurti,40,Black,Chiffon,B2412-102,2024-12-03,7699.02,6109,5
SKU-7781,8906067247424,UrbanWeave Cap राजशाही,ThreadBare,Accessories,Cap,34,Navy,Georgette,B2408-828,2024-08-02,8889.28,6104,5
SKU-7782,8901104878226,StitchCraft Kids T-Shirt,DesiDrape,Kids,Kids T-Shirt,42,Peach,Silk,B2409-856,2024-09-05,4475.27,6105,5
SKU-7783,8905810021263,KhaadiKraft Kids Dress,StitchCraft,Kids,Kids Dress,M,Pink,Poly-Cotton,B2502-558,2025-02-23,6712.62,6217,12
SKU-7784,8909976652229,OmniThreads Churidar Set,ThreadBare,Ethnic Wear,Churidar Set,34,Off-White,Linen,B2502-379,2025-02-08,7441.25,6205,5
SKU-7785,8904256120293,DesiDrape Shorts,KhaadiKraft,Menswear,Shorts,L,Mustard,Silk,B2409-186,2024-09-11,2224.26,6211,5
SKU-7786,8908457024193,StreetStyle Sherwani,EthnicEdge,Ethnic Wear,Sherwani,36,Mustard,Poly-Cotton,B2406-763,2024-06-11,5834.46,6101,5
SKU-7787,8907918906671,WeaveMaster Kurta Pajama,ThreadBare,Ethnic Wear,Kurta Pajama,40,Red,Khadi,B2405-699,2024-05-30,2994.53,6103,5
SKU-7788,8902638756303,LoomLine Jumpsuit,EthnicEdge,Womenswear,Jumpsuit,32,Red,Cotton,B2411-633,2024-11-03,5523.13,6205,5
SKU-7789,8900882279810,LoomLine Cardigan राजशाही,StreetStyle,Winterwear,Cardigan,L,Olive,Silk,B2410-544,2024-10-09,7668.24,6201,5
SKU-7790,8900179187170,KhaadiKraft Formal Shirt,IndoChic,Menswear,Formal Shirt,28,Navy,Rayon,B2502-569,2025-02-02,3847.29,6110,12
SKU-7791,8900655091771,FabIndia Hoodie,LoomLine,Winterwear,Hoodie,42,Rust,Khadi,B2410-262,2024-10-23,8962.5,6204,5
SKU-7792,8904685862767,WeaveMaster Jacket,DesiDrape,Menswear,Jacket,28,Peach,Denim,B2410-914,2024-10-09,2671.59,6203,5
SKU-7793,8904514500224,StreetStyle Salwar Set,StreetStyle,Womenswear,Salwar Set,38,Navy,Fleece,B2408-330,2024-08-12,2176.29,6109,12
SKU-7794,8902340713491,KhaadiKraft Shawl संग्रह,ThreadBare,Winterwear,Shawl,XS,Beige,Lycra,B2404-204,2024-04-12,6057.86,6106,12
SKU-7795,8901205853864,WeaveMaster Puffer Jacket,CottonKing,Winterwear,Puffer Jacket,S,Olive,Rayon,B2410-355,2024-10-08,7021.27,6217,5
SKU-7796,8908055176684,KhaadiKraft Shorts,OmniThreads,Menswear,Shorts,L,Off-White,Linen,B2405-398,2024-05-20,5196.07,6217,12
SKU-7797,8900264566208,OmniThreads Churidar Set,StreetStyle,Ethnic Wear,Churidar Set,3XL,Rust,Wool,B2410-217,2024-10-07,7595.6,6109,12
SKU-7798,8900834746259,IndoChic Anarkali संग्रह,StreetStyle,Ethnic Wear,Anarkali,36,Maroon,Rayon,B2411-516,2024-11-09,7777.41,6109,5
SKU-7799,8909849828718,CottonKing Blazer,CottonKing,Menswear,Blazer,XL,Black,Linen,B2412-341,2024-12-20,2057.2,6101,12
SKU-7800,8901213236960,IndoChic Chinos,OmniThreads,Menswear,Chinos,S,Beige,Denim,B2502-896,2025-02-23,7090.82,6211,5
SKU-7801,8904525442461,ThreadBare Kids Shorts,UrbanWeave,Kids,Kids Shorts,34,Rust,Rayon,B2408-717,2024-08-06,2163.38,6103,12
SKU-7802,8902801183682,LoomLine Skirt,StitchCraft,Womenswear,Skirt,XS,Lavender,Khadi,B2412-490,2024-12-22,1892.64,6206,5
SKU-7803,8906827991355,OmniThreads Casual Shirt,StitchCraft,Menswear,Casual Shirt,38,Mustard,Viscose,B2406-305,2024-06-14,7295.23,6111,12
SKU-7804,8900841228736,CottonKing Belt,RoyalStitch,Accessories,Belt,34,White,Lycra,B2411-582,2024-11-09,6780.34,6217,5
SKU-7805,8906842365932,LoomLine Sweater,ThreadBare,Winterwear,Sweater,Free Size,Sky Blue,Chiffon,B2406-189,2024-06-07,7529.66,6104,12
SKU-7806,8901346340721,RoyalStitch Shorts,RoyalStitch,Menswear,Shorts,38,Rust,Viscose,B2412-685,2024-12-17,6055.68,6217,5
SKU-7807,8902883699522,UrbanWeave Puffer Jacket,RoyalStitch,Winterwear,Puffer Jacket,XS,Beige,Silk,B2408-321,2024-08-24,2415.96,6111,12
SKU-7808,8907533963644,DesiDrape Blouse,RoyalStitch,Womenswear,Blouse,3XL,Olive,Rayon,B2501-135,2025-01-24,2956.61,6105,5
SKU-7809,8909722106814,EthnicEdge T-Shirt,StreetStyle,Menswear,T-Shirt,3XL,Pink,Crepe,B2406-228,2024-06-02,9605.96,6214,12
SKU-7810,8908397109867,IndoChic Cardigan,LoomLine,Winterwear,Cardigan,XXL,Lavender,Cotton Blend,B2407-827,2024-07-10,3770.5,6110,5
SKU-7811,8905602746119,StitchCraft Casual Shirt,OmniThreads,Menswear,Casual Shirt,XXL,Rust,Lycra,B2405-509,2024-05-25,9565.22,6101,5
SKU-7812,8900772004535,ThreadBare Salwar Set सुनहरा,WeaveMaster,Womenswear,Salwar Set,42,Rust,Viscose,B2410-768,2024-10-29,4564.41,6105,5
SKU-7813,8901915458888,UrbanWeave Saree शानदार,SilkRoute,Womenswear,Saree,Free Size,Red,Linen,B2408-651,2024-08-07,1105.76,6104,5
SKU-7814,8902786951823,ThreadBare Jeans,KhaadiKraft,Menswear,Jeans,34,Grey,Cotton Blend,B2412-949,2024-12-16,7334.92,6110,12
SKU-7815,8907777859513,LoomLine Skirt,ThreadBare,Womenswear,Skirt,34,Teal,Lycra,B2411-828,2024-11-14,2526.93,6204,12
SKU-7816,8904970395420,OmniThreads Shorts,CottonKing,Menswear,Shorts,3XL,Mustard,Linen,B2409-990,2024-09-27,4481.17,6201,5
SKU-7817,8900391088728,ThreadBare Dress संग्रह,UrbanWeave,Womenswear,Dress,38,Beige,Viscose,B2501-194,2025-01-23,9745.71,6104,5
SKU-7818,8901245000355,SilkRoute Palazzo,FabIndia,Womenswear,Palazzo,L,Teal,Lycra,B2404-881,2024-04-30,3964.93,6203,5
SKU-7819,8904944322754,StreetStyle Jumpsuit,UrbanWeave,Womenswear,Jumpsuit,30,Mustard,Poly-Cotton,B2412-936,2024-12-16,7099.66,6101,5
SKU-7820,8901570476608,StitchCraft Kids Dress,KhaadiKraft,Kids,Kids Dress,36,Rust,Polyester,B2502-859,2025-02-28,7206.65,6204,5
SKU-7821,8908930407521,CottonKing Puffer Jacket,LoomLine,Winterwear,Puffer Jacket,3XL,Red,Chiffon,B2404-652,2024-04-08,3506.14,6110,5
SKU-7822,8908055382149,IndoChic Trousers,ThreadBare,Menswear,Trousers,L,Off-White,Cotton Blend,B2501-807,2025-01-22,1124.65,6217,5
SKU-7823,8900124751149,FabIndia Kurti,ThreadBare,Womenswear,Kurti,30,Lavender,Denim,B2502-277,2025-02-14,9147.43,6106,12
SKU-7824,8908845289715,StreetStyle Skirt,KhaadiKraft,Womenswear,Skirt,34,Peach,Silk,B2503-860,2025-03-02,6902.23,6106,5
SKU-7825,8909816267604,StreetStyle Formal Shirt,KhaadiKraft,Menswear,Formal Shirt,42,Grey,Georgette,B2406-601,2024-06-12,2518.59,6103,5
SKU-7826,8901605176107,StreetStyle Dress,StitchCraft,Womenswear,Dress,38,Mustard,Chiffon,B2409-658,2024-09-09,3153.71,6101,5
SKU-7827,8907380732733,UrbanWeave Leggings देशी,EthnicEdge,Womenswear,Leggings,S,Maroon,Denim,B2501-246,2025-01-14,2300.39,6103,5
SKU-7828,8908231588348,ThreadBare Shorts संग्रह,KhaadiKraft,Menswear,Shorts,3XL,Peach,Fleece,B2405-822,2024-05-28,6384.42,6203,5
SKU-7829,8901905717897,RoyalStitch Churidar Set,RoyalStitch,Ethnic Wear,Churidar Set,40,Lavender,Cotton,B2412-392,2024-12-14,8310.24,6214,5
SKU-7830,8906285896876,UrbanWeave Blouse,FabIndia,Womenswear,Blouse,XL,Black,Silk,B2406-715,2024-06-15,2307.46,6201,5
SKU-7831,8900107818829,IndoChic Kurti,RoyalStitch,Womenswear,Kurti,30,Grey,Viscose,B2404-412,2024-04-01,1297.65,6206,5
SKU-7832,8905715397294,OmniThreads Jacket,FabIndia,Menswear,Jacket,40,Rust,Poly-Cotton,B2408-892,2024-08-21,1484.11,6201,5
SKU-7833,8908061317869,RoyalStitch Puffer Jacket संग्रह,DesiDrape,Winterwear,Puffer Jacket,Free Size,Olive,Silk,B2409-632,2024-09-19,9269.23,6103,5
SKU-7834,8907942334548,StreetStyle Jumpsuit,StreetStyle,Womenswear,Jumpsuit,XL,Pink,Crepe,B2411-331,2024-11-16,2376.81,6205,12
SKU-7835,8906022855366,RoyalStitch Kids Shorts परंपरागत,UrbanWeave,Kids,Kids Shorts,28,Grey,Poly-Cotton,B2405-765,2024-05-13,4738.11,6201,12
SKU-7836,8904390976650,OmniThreads Socks,ThreadBare,Accessories,Socks,Free Size,Black,Chiffon,B2406-642,2024-06-20,8809.19,6103,12
SKU-7837,8905980757844,KhaadiKraft Blazer,ThreadBare,Menswear,Blazer,40,Pink,Cotton Blend,B2406-791,2024-06-17,323.85,6214,12
SKU-7838,8909360552798,ThreadBare Kurta Pajama परंपरागत,OmniThreads,Ethnic Wear,Kurta Pajama,40,Off-White,Georgette,B2407-519,2024-07-28,7857.1,6206,12
SKU-7839,8901251221098,StreetStyle Palazzo,WeaveMaster,Womenswear,Palazzo,L,Grey,Linen,B2410-889,2024-10-31,4804.67,6103,5
SKU-7840,8906345997878,ThreadBare Kids Jeans परंपरागत,IndoChic,Kids,Kids Jeans,38,Peach,Crepe,B2411-274,2024-11-24,4739.43,6101,5
SKU-7841,8900717995054,IndoChic Jeans,FabIndia,Menswear,Jeans,S,Olive,Poly-Cotton,B2503-366,2025-03-02,6402.07,6217,5
SKU-7842,8908634908534,EthnicEdge Leggings देशी,SilkRoute,Womenswear,Leggings,XXL,Teal,Polyester,B2409-738,2024-09-09,1570.52,6109,12
SKU-7843,8900501213828,WeaveMaster T-Shirt,ThreadBare,Menswear,T-Shirt,XL,Red,Cotton Blend,B2410-909,2024-10-28,5998.87,6214,5
SKU-7844,8906003511807,DesiDrape T-Shirt,CottonKing,Menswear,T-Shirt,34,White,Rayon,B2408-480,2024-08-16,9114.44,6106,5
SKU-7845,8901211324563,OmniThreads Pocket Square देशी,DesiDrape,Accessories,Pocket Square,XS,Maroon,Wool,B2407-621,2024-07-28,3849.83,6217,5
SKU-7846,8906328313693,WeaveMaster Thermal,FabIndia,Winterwear,Thermal,L,Off-White,Silk,B2405-783,2024-05-22,4157.84,6103,12
SKU-7847,8909443459314,CottonKing Blouse,LoomLine,Womenswear,Blouse,36,Rust,Fleece,B2409-549,2024-09-26,4275.28,6105,5
SKU-7848,8901053783520,RoyalStitch Cap,KhaadiKraft,Accessories,Cap,S,White,Cotton,B2412-618,2024-12-07,8479.72,6205,12
SKU-7849,8906127501985,ThreadBare Scarf,KhaadiKraft,Accessories,Scarf,34,Black,Chiffon,B2412-217,2024-12-29,2861.64,6217,5
SKU-7850,8902630958071,OmniThreads Trousers राजशाही,StreetStyle,Menswear,Trousers,XXL,Navy,Polyester,B2406-634,2024-06-08,1394.35,6202,12
